=|24038|1|0|0|0|0|0
=|56885|2|0|0|0|0|0
=|10425|3|0|0|0|0|0
=|138204|2|0|0|0|0|0
=|137369|1|0|0|0|0|0
=|47197|2|0|0|0|0|0
=|1738|3|0|0|0|0|0
=|60338|1|0|0|0|0|0
=|396003|1|0|0|0|0|0
=|203186|1|0|0|0|0|0
=|136879|1|0|0|0|0|0
=|57747|1|0|0|0|0|0
=|62157|2|0|0|0|0|0
=|136241|2|0|0|0|0|0
=|57192|1|0|0|0|0|0
=|49098|1|0|0|0|0|0
=|394748|1|0|0|0|0|0
=|265462|1|0|0|0|0|0
=|206230|1|0|0|0|0|0
=|29410|2|0|0|0|0|0
=|266826|2|0|0|0|0|0
=|53590|1|0|0|0|0|0
=|17903|18|0|0|0|0|0
=|13298|1|0|0|0|0|0
=|52651|3|0|0|0|0|0
=|28534|1|0|0|0|0|0
=|44721|2|0|0|0|0|0
=|62951|1|0|0|0|0|0
=|43818|1|0|0|0|0|0
=|26720|1|0|0|0|0|0
=|33010|1|0|0|0|0|0
=|44036|2|0|0|0|0|0
=|10849|1|0|0|0|0|0
=|32877|2|0|0|0|0|0
=|201621|2|0|0|0|0|0
=|62427|2|0|0|0|0|0
=|265571|1|0|0|0|0|0
=|264558|1|0|0|0|0|0
=|20005|1|0|0|0|0|0
=|139792|1|0|0|0|0|0
=|55710|1|0|0|0|0|0
=|27414|1|0|0|0|0|0
=|210012|1|0|0|0|0|0
=|11221|2|0|0|0|0|0
=|10177|2|0|0|0|0|0
=|48003|1|0|0|0|0|0
=|198280|2|0|0|0|0|0
=|393505|2|0|0|0|0|0
=|59443|2|0|0|0|0|0
=|328428|1|0|0|0|0|0
=|208282|1|0|0|0|0|0
=|44815|1|0|0|0|0|0
=|21005|2|0|0|0|0|0
=|262451|1|0|0|0|0|0
=|48265|1|0|0|0|0|0
=|197986|3|0|0|0|0|0
=|138338|2|0|0|0|0|0
=|42193|1|0|0|0|0|0
=|51802|1|0|0|0|0|0
=|37903|1|0|0|0|0|0
=|209803|1|0|0|0|0|0
=|60151|2|0|0|0|0|0
=|9386|1|0|0|0|0|0
=|393633|1|0|0|0|0|0
=|306|53|0|0|0|0|0
=|62712|2|0|0|0|0|0
=|53411|2|0|0|0|0|0
=|56545|1|0|0|0|0|0
=|208764|1|0|0|0|0|0
=|394008|1|0|0|0|0|0
=|50426|1|0|0|0|0|0
=|327908|2|0|0|0|0|0
=|12147|4|0|0|0|0|0
=|209370|2|0|0|0|0|0
=|132055|2|0|0|0|0|0
=|49329|1|0|0|0|0|0
=|18234|2|0|0|0|0|0
=|27562|2|0|0|0|0|0
=|328050|1|0|0|0|0|0
=|4250|2|0|0|0|0|0
=|31409|4|0|0|0|0|0
=|268597|1|0|0|0|0|0
=|394478|1|0|0|0|0|0
=|139069|1|0|0|0|0|0
=|31904|1|0|0|0|0|0
=|136861|2|0|0|0|0|0
=|266002|1|0|0|0|0|0
=|22817|1|0|0|0|0|0
=|34494|1|0|0|0|0|0
=|6459|2|0|0|0|0|0
=|35516|1|0|0|0|0|0
=|61064|2|0|0|0|0|0
=|56688|3|0|0|0|0|0
=|327934|3|0|0|0|0|0
=|205378|1|0|0|0|0|0
=|328454|2|0|0|0|0|0
=|205737|2|0|0|0|0|0
=|51497|2|0|0|0|0|0
=|59732|1|0|0|0|0|0
=|61019|1|0|0|0|0|0
=|47461|2|0|0|0|0|0
=|397030|1|0|0|0|0|0
=|395536|1|0|0|0|0|0
=|44507|6|0|0|0|0|0
=|44521|5|0|0|0|0|0
